time,open,high,low,close
2026-07-05 22:00,4187.500,4203.500,4184.400,4200.100
2026-07-05 23:00,4200.600,4214.100,4187.300,4195.200
2026-07-06 00:00,4195.800,4200.700,4182.400,4191.600
2026-07-06 01:00,4190.500,4215.500,4184.300,4198.100
2026-07-06 02:00,4198.500,4200.100,4180.300,4185.500
2026-07-06 03:00,4185.900,4187.900,4172.700,4177.000
2026-07-06 04:00,4177.000,4187.300,4169.200,4171.500
2026-07-06 05:00,4171.200,4187.300,4156.400,4159.700
2026-07-06 06:00,4159.500,4187.300,4156.800,4161.900
2026-07-06 07:00,4162.000,4187.300,4158.700,4175.700
2026-07-06 08:00,4176.400,4187.300,4158.100,4161.800
2026-07-06 09:00,4161.600,4187.300,4148.400,4155.500
2026-07-06 10:00,4155.500,4187.300,4154.600,4167.400
2026-07-06 11:00,4167.300,4187.300,4163.900,4167.400
2026-07-06 12:00,4167.400,4187.300,4143.300,4151.400
2026-07-06 13:00,4151.900,4187.300,4147.100,4153.000
2026-07-06 14:00,4152.500,4187.300,4140.600,4150.200
2026-07-06 15:00,4150.600,4187.300,4149.800,4159.900
2026-07-06 16:00,4160.100,4187.300,4152.000,4166.900
2026-07-06 17:00,4166.900,4187.300,4162.100,4172.900
2026-07-06 18:00,4173.300,4187.300,4167.100,4175.800
2026-07-06 19:00,4175.800,4187.300,4170.500,4175.500
2026-07-06 20:00,4175.400,4187.300,4172.600,4187.300
2026-07-06 22:00,4176.400,4179.500,4174.600,4175.900
2026-07-06 23:00,4175.400,4176.600,4168.000,4168.700
2026-07-07 00:00,4168.500,4174.500,4156.100,4157.200
2026-07-07 01:00,4157.300,4160.200,4137.600,4153.900
2026-07-07 02:00,4154.000,4157.000,4142.800,4147.900
2026-07-07 03:00,4147.800,4151.400,4135.200,4141.800
2026-07-07 04:00,4142.400,4152.400,4136.800,4137.600
2026-07-07 05:00,4137.600,4142.200,4127.700,4135.200
2026-07-07 06:00,4135.000,4144.400,4132.500,4141.700
2026-07-07 07:00,4141.900,4144.600,4135.400,4135.800
2026-07-07 08:00,4135.400,4150.900,4132.700,4137.100
2026-07-07 09:00,4136.900,4144.600,4130.600,4142.400
2026-07-07 10:00,4142.400,4150.500,4142.400,4147.100
2026-07-07 11:00,4147.100,4170.000,4143.000,4168.600
2026-07-07 12:00,4168.600,4187.000,4166.000,4184.100
2026-07-07 13:00,4184.100,4192.400,4167.300,4170.000
2026-07-07 14:00,4169.700,4175.100,4154.500,4165.000
2026-07-07 15:00,4165.000,4166.700,4146.900,4150.100
2026-07-07 16:00,4150.400,4158.700,4148.200,4156.600
2026-07-07 17:00,4156.700,4159.800,4151.800,4155.900
2026-07-07 18:00,4156.000,4156.500,4136.100,4138.000
2026-07-07 19:00,4137.900,4138.700,4102.700,4125.100
2026-07-07 20:00,4125.300,4126.700,4114.200,4116.600
2026-07-07 22:00,4106.500,4116.900,4104.000,4109.500
2026-07-07 23:00,4109.000,4118.900,4106.300,4108.800
2026-07-08 00:00,4108.500,4137.100,4107.400,4122.500
2026-07-08 01:00,4122.800,4129.000,4106.800,4122.300
2026-07-08 02:00,4122.200,4135.500,4116.500,4125.000
2026-07-08 03:00,4125.500,4142.300,4125.500,4133.700
2026-07-08 04:00,4134.200,4139.400,4131.400,4135.900
2026-07-08 05:00,4135.900,4144.600,4131.300,4138.500
2026-07-08 06:00,4138.800,4144.700,4132.900,4134.000
2026-07-08 07:00,4134.400,4139.000,4125.400,4132.000
2026-07-08 08:00,4132.000,4132.500,4062.200,4066.800
2026-07-08 09:00,4066.600,4071.300,4051.600,4053.100
2026-07-08 10:00,4053.500,4069.000,4050.000,4062.900
2026-07-08 11:00,4062.900,4083.000,4051.500,4072.300
2026-07-08 12:00,4071.900,4096.800,4068.500,4082.900
2026-07-08 13:00,4082.500,4093.800,4075.800,4081.600
2026-07-08 14:00,4081.100,4082.000,4044.000,4051.800
2026-07-08 15:00,4052.000,4054.300,4032.500,4044.100
2026-07-08 16:00,4044.500,4075.000,4043.400,4073.900
2026-07-08 17:00,4073.900,4086.900,4069.400,4076.400
2026-07-08 18:00,4075.800,4101.600,4073.800,4094.100
2026-07-08 19:00,4095.000,4101.400,4088.500,4090.200
