time,open,high,low,close
2023-11-20 00:00,149.956,149.986,149.774,149.811
2023-11-20 01:00,149.808,149.810,149.377,149.510
2023-11-20 02:00,149.513,149.567,148.894,149.015
2023-11-20 03:00,149.014,149.145,148.849,148.902
2023-11-20 04:00,148.901,148.976,148.687,148.953
2023-11-20 05:00,148.955,149.125,148.937,149.084
2023-11-20 06:00,149.082,149.207,149.028,149.147
2023-11-20 07:00,149.142,149.210,148.818,148.906
2023-11-20 08:00,148.898,148.970,148.646,148.686
2023-11-20 09:00,148.685,148.725,148.189,148.205
2023-11-20 10:00,148.204,148.449,148.194,148.324
2023-11-20 11:00,148.322,148.338,148.098,148.202
2023-11-20 12:00,148.205,148.449,148.186,148.311
2023-11-20 13:00,148.306,148.553,148.266,148.512
2023-11-20 14:00,148.507,148.689,148.376,148.420
2023-11-20 15:00,148.416,148.543,148.252,148.372
2023-11-20 16:00,148.370,148.423,148.250,148.263
2023-11-20 17:00,148.264,148.386,148.181,148.353
2023-11-20 18:00,148.352,148.381,148.136,148.372
2023-11-20 19:00,148.373,148.388,148.306,148.317
2023-11-20 20:00,148.312,148.358,148.289,148.329
2023-11-20 21:00,148.334,148.454,148.330,148.344
2023-11-20 22:00,148.350,148.362,148.262,148.316
2023-11-20 23:00,148.317,148.372,148.214,148.369
2023-11-21 00:00,148.383,148.417,148.050,148.076
2023-11-21 01:00,148.069,148.232,147.862,148.014
2023-11-21 02:00,148.016,148.091,147.640,147.721
2023-11-21 03:00,147.725,147.804,147.342,147.376
2023-11-21 04:00,147.379,147.490,147.242,147.436
2023-11-21 05:00,147.435,147.825,147.374,147.783
2023-11-21 06:00,147.783,147.833,147.604,147.676
2023-11-21 07:00,147.670,147.690,147.315,147.513
2023-11-21 08:00,147.515,147.569,147.152,147.447
2023-11-21 09:00,147.444,147.789,147.412,147.773
2023-11-21 10:00,147.770,147.800,147.496,147.576
2023-11-21 11:00,147.576,147.744,147.548,147.714
2023-11-21 12:00,147.715,147.722,147.539,147.575
2023-11-21 13:00,147.579,147.743,147.347,147.619
2023-11-21 14:00,147.620,147.679,147.450,147.537
2023-11-21 15:00,147.530,147.810,147.434,147.792
2023-11-21 16:00,147.789,147.939,147.730,147.881
2023-11-21 17:00,147.880,147.988,147.865,147.956
2023-11-21 18:00,147.955,148.394,147.953,148.341
2023-11-21 19:00,148.342,148.594,148.235,148.315
2023-11-21 20:00,148.311,148.430,148.267,148.390
2023-11-21 21:00,148.392,148.418,148.330,148.379
2023-11-21 22:00,148.373,148.396,148.220,148.221
2023-11-21 23:00,148.239,148.275,148.013,148.157
2023-11-22 00:00,148.146,148.299,148.076,148.230
2023-11-22 01:00,148.230,148.355,148.047,148.298
2023-11-22 02:00,148.297,148.332,148.130,148.236
2023-11-22 03:00,148.235,148.281,148.092,148.210
2023-11-22 04:00,148.211,148.389,148.199,148.372
2023-11-22 05:00,148.373,148.803,148.367,148.753
2023-11-22 06:00,148.753,149.054,148.731,148.932
2023-11-22 07:00,148.932,148.974,148.810,148.959
2023-11-22 08:00,148.960,149.351,148.842,149.318
2023-11-22 09:00,149.318,149.323,148.947,149.105
2023-11-22 10:00,149.103,149.156,148.890,148.897
2023-11-22 11:00,148.895,148.914,148.697,148.767
2023-11-22 12:00,148.768,148.843,148.584,148.735
2023-11-22 13:00,148.736,149.237,148.602,149.233
2023-11-22 14:00,149.230,149.468,149.192,149.352
2023-11-22 15:00,149.352,149.748,149.341,149.681
2023-11-22 16:00,149.681,149.748,149.542,149.679
2023-11-22 17:00,149.677,149.706,149.544,149.610
2023-11-22 18:00,149.609,149.699,149.574,149.683
2023-11-22 19:00,149.680,149.680,149.561,149.578
2023-11-22 20:00,149.574,149.621,149.562,149.598
2023-11-22 21:00,149.597,149.616,149.498,149.533
2023-11-22 22:00,149.524,149.579,149.462,149.504
2023-11-22 23:00,149.508,149.532,149.452,149.459
2023-11-23 00:00,149.459,149.460,149.227,149.259
2023-11-23 01:00,149.256,149.320,149.158,149.174
2023-11-23 02:00,149.175,149.178,149.026,149.120
2023-11-23 03:00,149.124,149.252,149.085,149.124
2023-11-23 04:00,149.126,149.190,149.097,149.158
2023-11-23 05:00,149.160,149.199,148.949,148.988
2023-11-23 06:00,148.988,149.063,148.883,149.049
2023-11-23 07:00,149.048,149.185,148.992,149.143
2023-11-23 08:00,149.141,149.241,149.040,149.121
2023-11-23 09:00,149.123,149.339,149.110,149.232
2023-11-23 10:00,149.233,149.334,149.161,149.229
2023-11-23 11:00,149.232,149.265,149.164,149.242
2023-11-23 12:00,149.239,149.467,149.230,149.437
2023-11-23 13:00,149.438,149.573,149.428,149.471
2023-11-23 14:00,149.468,149.597,149.445,149.572
2023-11-23 15:00,149.575,149.691,149.480,149.497
2023-11-23 16:00,149.493,149.632,149.489,149.587
2023-11-23 17:00,149.583,149.642,149.545,149.621
2023-11-23 18:00,149.615,149.621,149.576,149.584
2023-11-23 19:00,149.587,149.590,149.537,149.563
2023-11-23 20:00,149.565,149.602,149.524,149.564
2023-11-23 21:00,149.564,149.575,149.522,149.561
2023-11-23 22:00,149.550,149.584,149.447,149.461
2023-11-23 23:00,149.481,149.640,149.467,149.632
2023-11-24 00:00,149.634,149.709,149.406,149.487
2023-11-24 01:00,149.487,149.642,149.455,149.516
2023-11-24 02:00,149.515,149.560,149.495,149.517
2023-11-24 03:00,149.516,149.593,149.492,149.504
2023-11-24 04:00,149.501,149.501,149.330,149.344
2023-11-24 05:00,149.342,149.346,149.192,149.253
2023-11-24 06:00,149.250,149.400,149.201,149.377
2023-11-24 07:00,149.370,149.482,149.327,149.422
2023-11-24 08:00,149.425,149.603,149.367,149.529
2023-11-24 09:00,149.532,149.661,149.459,149.632
2023-11-24 10:00,149.633,149.644,149.520,149.555
2023-11-24 11:00,149.556,149.600,149.539,149.567
2023-11-24 12:00,149.563,149.579,149.440,149.564
2023-11-24 13:00,149.560,149.670,149.547,149.588
2023-11-24 14:00,149.587,149.622,149.434,149.513
2023-11-24 15:00,149.514,149.559,149.457,149.496
2023-11-24 16:00,149.499,149.603,149.490,149.568
2023-11-24 17:00,149.570,149.627,149.507,149.523
2023-11-24 18:00,149.521,149.534,149.444,149.455
2023-11-24 19:00,149.453,149.484,149.445,149.478
2023-11-24 20:00,149.480,149.488,149.436,149.463
2023-11-24 21:00,149.466,149.494,149.380,149.403
2023-11-24 22:00,149.409,149.410,149.409,149.410
2023-11-27 00:00,149.576,149.676,149.462,149.497
2023-11-27 01:00,149.495,149.537,149.048,149.111
2023-11-27 02:00,149.111,149.288,149.080,149.136
